Weight,ID,starttime,endtime,profile_GOR,profile_gross_household,responsible,consent,squarefootage,bedrooms,whenbuilt,profile_house_tenure,address_change_time,profile_household_size,under16sinhousehold,over75sinhousehold,EPCrating,SchemesAwareness_1,SchemesAwareness_2,SchemesAwareness_3,SchemesAwareness_4,SchemesAwareness_5,SchemesAwareness_6,SchemesAwareness_7,CircumstancesLikelihood_1,CircumstancesLikelihood_2,CircumstancesLikelihood_3,CircumstancesLikelihood_4,CircumstancesLikelihood_5,AdoptionLikelihood,AdoptionLikelihood_1,AdoptionLikelihood_2,AdoptionLikelihood_3,AdoptionLikelihood_4,AdoptionLikelihood_5,adoptedmeasures_1,adoptedmeasures_2,adoptedmeasures_3,adoptedmeasures_4,adoptedmeasures_5,adoptedmeasures_6,adoptedmeasures_7,adoptedmeasures_8,adoptedmeasures_9,adoptedmeasures_10,adoptedmeasures_11,adoptedmeasures_12,adoptedmeasures_13,adoptedmeasures_14,house_type,housetype_nomiss,_mi_miss,_1_house_type2,_1_whenbuilt2,_1_bedrooms,_1_hhsize,_1_old75,_1_minor16,_1_income,_1_address_change_time,age,profile_gender,profile_socialgrade,profile_education_level,pastvote_ge_2019,_merge15,income,tenure,minor16,old75,hhsize,whenbuilt2,awarenessum,house_type2,treated,treatedsum,sumlowcost,lowcostdummy,sumhighcost,highcostdummy,treatedmulti
0.734342819,1,7/26/2022,7/26/2022,5,17.0,1,1,6,4.0,2,1,7,2,1,1,9,0,0,0,0,0,0,0,7,4,8,7,8,1,8,7,4,8,8,1,0,0,0,0,0,1,0,0,0,0,1,1,0,2.0,Semi detached,1,2.0,2.0,4.0,2.0,0.0,0.0,7.0175986,7.0,73,1,1,9,1.0,Matched (3),,1.0,0,0,2.0,2.0,0,2.0,1,4,2,1,2,1,3.0
0.872284031,2,7/27/2022,7/27/2022,8,7.0,1,1,3,4.0,2,1,7,4,1,1,9,0,0,0,0,1,1,0,7,7,9,6,6,1,7,7,10,5,8,1,1,0,0,1,0,1,0,0,1,0,1,1,0,2.0,Semi detached,0,2.0,2.0,4.0,4.0,0.0,0.0,7.0,7.0,54,1,2,14,1.0,Matched (3),7.0,1.0,0,0,4.0,2.0,2,2.0,1,7,3,1,4,1,3.0
0.719304574,3,7/26/2022,7/26/2022,2,17.0,1,1,2,3.0,1,1,7,2,1,1,9,0,0,0,0,0,1,0,3,3,3,2,3,1,4,1,9,7,8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2.0,Semi detached,1,2.0,1.0,3.0,2.0,0.0,0.0,0.9174966,7.0,66,0,6,14,1.0,Matched (3),,1.0,0,0,2.0,1.0,1,2.0,1,2,1,1,1,1,3.0
0.788278545,4,7/28/2022,7/28/2022,5,9.0,1,1,6,5.0,3,2,7,2,1,1,9,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,11,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,Detached,0,1.0,3.0,5.0,2.0,0.0,0.0,9.0,7.0,67,1,1,16,1.0,Matched (3),9.0,1.0,0,0,2.0,3.0,4,1.0,1,1,0,0,1,1,2.0
0.633169147,5,7/26/2022,7/26/2022,8,4.0,1,1,3,3.0,3,1,6,2,1,1,9,0,1,0,0,1,1,0,3,3,3,3,3,1,1,1,7,5,7,0,0,0,0,0,0,1,0,0,0,0,1,0,0,6.0,Bungalow,0,6.0,3.0,3.0,2.0,0.0,0.0,4.0,6.0,71,0,3,9,98.0,Matched (3),4.0,1.0,0,0,2.0,3.0,3,6.0,1,2,1,1,1,1,3.0
2.336272609,6,7/27/2022,7/27/2022,7,17.0,1,1,6,4.0,2,1,7,3,1,1,9,0,0,0,0,0,1,0,9,9,11,6,6,1,8,6,11,11,8,1,1,0,1,0,0,1,0,0,0,0,0,0,0,2.0,Semi detached,1,2.0,2.0,4.0,3.0,0.0,0.0,7.771968,7.0,62,1,6,9,99.0,Matched (3),,1.0,0,0,3.0,2.0,1,2.0,1,4,2,1,2,1,3.0
1.06192996,7,7/26/2022,7/26/2022,4,12.0,1,1,2,4.0,2,2,6,2,1,1,5,0,0,0,0,0,1,0,10,9,11,8,7,1,3,9,11,11,11,1,0,0,0,1,0,0,0,0,0,0,0,1,0,6.0,Bungalow,0,6.0,2.0,4.0,2.0,0.0,0.0,12.0,6.0,38,1,3,15,2.0,Matched (3),12.0,1.0,0,0,2.0,2.0,1,6.0,1,3,1,1,2,1,3.0
0.674175619,8,7/26/2022,7/26/2022,6,14.0,1,1,5,6.0,4,1,7,2,1,1,9,0,0,0,0,1,1,0,5,5,5,6,6,1,9,5,11,7,5,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1.0,Detached,0,1.0,4.0,6.0,2.0,0.0,0.0,14.0,7.0,60,0,1,16,1.0,Matched (3),14.0,1.0,0,0,2.0,4.0,2,1.0,1,3,1,1,2,1,3.0
0.878238611,9,7/26/2022,7/26/2022,3,14.0,1,1,5,7.0,3,1,6,2,1,1,9,0,1,0,0,1,0,0,7,8,9,9,8,1,8,4,9,6,11,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1.0,Detached,0,1.0,3.0,7.0,2.0,0.0,0.0,14.0,6.0,61,1,1,12,1.0,Matched (3),14.0,1.0,0,0,2.0,3.0,2,1.0,1,4,1,1,3,1,3.0
1.365776257,10,7/26/2022,7/26/2022,4,13.0,1,1,4,5.0,4,2,7,3,1,1,4,0,0,0,0,1,0,0,7,6,8,8,7,1,8,7,10,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Detached,0,1.0,4.0,5.0,3.0,0.0,0.0,13.0,7.0,57,1,4,9,1.0,Matched (3),13.0,1.0,0,0,3.0,4.0,1,1.0,0,0,0,0,0,0,0.0
1.007384787,11,7/29/2022,7/29/2022,6,14.0,1,1,4,5.0,2,2,2,1,1,1,9,0,0,0,0,1,1,0,4,7,5,11,9,1,8,4,10,6,5,1,0,0,1,0,0,0,0,0,1,0,0,1,1,6.0,Bungalow,0,6.0,2.0,5.0,1.0,0.0,0.0,14.0,2.0,58,1,2,17,3.0,Matched (3),14.0,1.0,0,0,1.0,2.0,2,6.0,1,5,1,1,4,1,3.0
0.7159012,12,7/27/2022,7/27/2022,10,4.0,1,1,6,4.0,2,1,7,1,1,1,9,0,0,0,0,0,0,0,11,11,11,11,11,1,11,11,11,11,11,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2.0,Semi detached,0,2.0,2.0,4.0,1.0,0.0,0.0,4.0,7.0,73,0,2,9,1.0,Matched (3),4.0,1.0,0,0,1.0,2.0,0,2.0,1,3,2,1,1,1,3.0
2.955270284,13,7/30/2022,7/30/2022,2,5.0,1,1,1,4.0,4,1,7,2,1,1,9,0,0,0,0,0,0,0,8,10,9,9,9,1,9,3,10,9,11,1,0,0,0,0,0,1,0,0,0,0,1,1,0,2.0,Semi detached,0,2.0,4.0,4.0,2.0,0.0,0.0,5.0,7.0,65,1,4,9,6.0,Matched (3),5.0,1.0,0,0,2.0,4.0,0,2.0,1,4,2,1,2,1,3.0
0.795800725,14,7/26/2022,7/26/2022,2,17.0,1,1,6,4.0,2,1,7,2,1,1,9,0,0,0,0,1,0,0,7,3,4,2,2,1,5,3,2,8,8,0,1,0,0,0,0,1,0,0,0,0,0,1,0,2.0,Semi detached,1,2.0,2.0,4.0,2.0,0.0,0.0,10.859446,7.0,71,1,1,18,2.0,Matched (3),,1.0,0,0,2.0,2.0,1,2.0,1,3,1,1,2,1,3.0
1.587811381,15,7/26/2022,7/26/2022,8,14.0,1,1,2,3.0,2,2,1,2,1,1,9,0,0,0,0,1,0,0,3,5,4,3,4,1,7,3,9,5,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.0,Terraced,0,3.0,2.0,3.0,2.0,0.0,0.0,14.0,1.0,37,1,3,16,3.0,Matched (3),14.0,1.0,0,0,2.0,2.0,1,3.0,1,1,1,1,0,0,1.0
0.767820345,16,7/26/2022,7/26/2022,3,7.0,1,1,6,3.0,4,2,4,1,1,1,9,1,0,0,0,0,0,0,7,6,8,8,8,1,8,8,9,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,Flat,0,5.0,4.0,3.0,1.0,0.0,0.0,7.0,4.0,40,0,3,16,2.0,Matched (3),7.0,1.0,0,0,1.0,4.0,1,5.0,0,0,0,0,0,0,0.0
0.788278545,17,7/28/2022,7/28/2022,5,17.0,1,1,6,4.0,2,1,7,2,3,1,9,0,0,0,0,1,1,0,7,8,8,10,11,1,7,9,9,11,11,0,0,0,0,0,0,1,1,0,0,0,1,1,0,3.0,Terraced,1,3.0,2.0,4.0,2.0,0.0,1.0,-1.8896935,7.0,72,1,1,5,1.0,Matched (3),,1.0,1,0,2.0,2.0,2,3.0,1,4,1,1,3,1,3.0
0.844895969,18,7/26/2022,7/26/2022,4,17.0,1,1,2,4.0,2,1,7,1,2,1,9,0,0,0,0,1,0,0,1,6,4,1,4,1,3,1,9,6,6,1,1,1,1,0,0,1,0,0,0,0,0,1,0,2.0,Semi detached,1,2.0,2.0,4.0,1.0,0.0,1.0,3.2360203,7.0,61,1,6,18,1.0,Matched (3),,1.0,1,0,1.0,2.0,1,2.0,1,6,3,1,3,1,3.0
0.86022572,19,7/26/2022,7/26/2022,8,11.0,1,1,4,6.0,1,1,3,2,1,1,6,0,0,0,0,1,0,0,6,6,10,8,8,1,8,1,10,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Detached,0,1.0,1.0,6.0,2.0,0.0,0.0,11.0,3.0,70,1,1,17,2.0,Matched (3),11.0,1.0,0,0,2.0,1.0,1,1.0,0,0,0,0,0,0,0.0
0.942955494,20,7/20/2022,7/20/2022,1,7.0,1,1,6,4.0,3,1,6,2,1,1,6,0,0,0,0,0,0,0,6,6,8,5,6,1,6,6,9,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,Terraced,0,3.0,3.0,4.0,2.0,0.0,0.0,7.0,6.0,58,1,3,12,1.0,Matched (3),7.0,1.0,0,0,2.0,3.0,0,3.0,0,0,0,0,0,0,0.0
0.888728025,21,8/1/2022,8/1/2022,9,2.0,1,1,2,2.0,3,1,7,1,1,1,9,0,1,0,1,1,0,0,1,7,7,7,11,1,11,6,6,11,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.0,Maisonette,0,4.0,3.0,2.0,1.0,0.0,0.0,2.0,7.0,61,1,6,9,1.0,Matched (3),2.0,1.0,0,0,1.0,3.0,3,4.0,1,1,0,0,1,1,2.0
0.743002391,22,7/28/2022,7/28/2022,1,3.0,1,1,4,4.0,2,6,7,3,1,1,9,0,0,0,0,0,0,0,6,6,6,6,6,1,6,4,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,Semi detached,0,2.0,2.0,4.0,3.0,0.0,0.0,3.0,7.0,52,0,6,5,2.0,Matched (3),3.0,2.0,0,0,3.0,2.0,0,2.0,0,0,0,0,0,0,0.0
0.734342819,23,7/26/2022,7/26/2022,4,17.0,1,1,4,5.0,2,1,7,3,1,2,6,0,1,0,0,0,0,0,8,9,8,9,8,1,9,9,9,9,9,1,1,1,1,1,0,1,0,1,0,0,0,1,0,1.0,Detached,1,1.0,2.0,5.0,3.0,1.0,0.0,10.416872,7.0,76,1,1,18,1.0,Matched (3),,1.0,0,1,3.0,2.0,1,1.0,1,8,3,1,5,1,3.0
0.567138848,25,7/31/2022,7/31/2022,6,11.0,1,1,6,4.0,3,2,7,4,2,1,9,0,0,0,0,0,0,0,6,6,6,6,6,1,6,6,6,6,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.0,Terraced,0,3.0,3.0,4.0,4.0,0.0,1.0,11.0,7.0,45,0,3,1,,Matched (3),11.0,1.0,1,0,4.0,3.0,0,3.0,1,1,0,0,1,1,2.0
0.632348082,26,7/26/2022,7/26/2022,2,17.0,1,1,6,4.0,3,1,6,3,2,1,9,0,0,0,0,0,0,0,8,9,8,8,8,1,8,5,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Detached,1,1.0,3.0,4.0,3.0,0.0,1.0,10.034648,6.0,38,0,3,17,,Matched (3),,1.0,1,0,3.0,3.0,0,1.0,0,0,0,0,0,0,0.0
1.22160289,27,7/29/2022,7/29/2022,10,5.0,1,1,6,2.0,4,6,7,1,1,1,9,0,0,0,0,1,0,0,9,9,9,6,6,1,7,7,11,9,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,5.0,Flat,0,5.0,4.0,2.0,1.0,0.0,0.0,5.0,7.0,43,1,3,19,2.0,Matched (3),5.0,2.0,0,0,1.0,4.0,1,5.0,1,2,1,1,1,1,3.0
0.732820132,28,7/26/2022,7/26/2022,6,11.0,1,1,6,5.0,3,1,7,2,1,1,9,0,1,0,0,0,0,0,6,8,7,6,5,1,6,7,8,6,10,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1.0,Detached,0,1.0,3.0,5.0,2.0,0.0,0.0,11.0,7.0,65,0,2,11,2.0,Matched (3),11.0,1.0,0,0,2.0,3.0,1,1.0,1,4,2,1,2,1,3.0
0.802819656,29,7/28/2022,7/28/2022,1,17.0,1,1,3,4.0,4,1,7,2,1,1,5,0,1,0,0,1,0,0,4,4,4,4,1,1,8,4,9,6,4,1,1,0,0,1,0,1,0,0,0,0,0,1,0,6.0,Bungalow,1,6.0,4.0,4.0,2.0,0.0,0.0,-0.6046729,7.0,70,1,1,18,1.0,Matched (3),,1.0,0,0,2.0,4.0,2,6.0,1,5,2,1,3,1,3.0
0.65118563,30,7/26/2022,7/26/2022,11,8.0,1,1,6,4.0,2,1,7,2,1,1,9,0,0,1,0,1,1,0,10,9,9,8,8,1,10,6,8,9,9,1,0,0,0,1,0,1,0,0,0,0,1,1,0,2.0,Semi detached,0,2.0,2.0,4.0,2.0,0.0,0.0,8.0,7.0,74,0,3,8,4.0,Matched (3),8.0,1.0,0,0,2.0,2.0,3,2.0,1,5,2,1,3,1,3.0
1.064026943,31,7/26/2022,7/26/2022,5,8.0,1,1,6,4.0,1,1,7,2,1,1,9,0,0,0,0,0,1,0,9,9,10,9,9,1,9,9,9,10,10,1,0,0,0,0,0,1,0,0,0,0,1,1,0,2.0,Semi detached,0,2.0,1.0,4.0,2.0,0.0,0.0,8.0,7.0,58,0,4,13,1.0,Matched (3),8.0,1.0,0,0,2.0,1.0,1,2.0,1,4,2,1,2,1,3.0
1.041519801,32,7/28/2022,7/28/2022,6,5.0,1,1,6,3.0,1,1,7,2,1,1,9,0,1,0,0,1,0,0,4,4,4,4,4,1,3,6,11,8,11,1,0,0,0,0,0,1,0,0,0,0,1,1,0,3.0,Terraced,0,3.0,1.0,3.0,2.0,0.0,0.0,5.0,7.0,50,1,1,16,2.0,Matched (3),5.0,1.0,0,0,2.0,1.0,2,3.0,1,4,2,1,2,1,3.0
0.782865704,33,7/26/2022,7/29/2022,10,17.0,1,1,3,6.0,4,1,7,2,1,1,9,1,0,0,0,1,0,0,8,8,8,9,10,1,9,7,10,9,7,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1.0,Detached,1,1.0,4.0,6.0,2.0,0.0,0.0,12.601945,7.0,70,1,1,16,1.0,Matched (3),,1.0,0,0,2.0,4.0,2,1.0,1,4,1,1,3,1,3.0
0.905507914,34,7/26/2022,7/26/2022,1,17.0,1,1,2,4.0,2,2,7,2,2,1,9,0,0,0,0,0,0,0,8,8,8,4,4,1,8,6,8,7,8,1,1,0,0,1,0,1,0,0,0,0,1,1,0,2.0,Semi detached,1,2.0,2.0,4.0,2.0,0.0,1.0,7.050856,7.0,55,1,2,16,1.0,Matched (3),,1.0,1,0,2.0,2.0,0,2.0,1,6,3,1,3,1,3.0
0.846366325,35,7/26/2022,7/26/2022,4,7.0,1,1,6,4.0,2,1,7,2,3,1,4,1,1,0,0,1,0,0,10,10,10,11,11,1,11,5,10,10,11,0,0,1,0,0,0,1,0,0,1,0,0,1,0,6.0,Bungalow,0,6.0,2.0,4.0,2.0,0.0,1.0,7.0,7.0,70,1,3,16,1.0,Matched (3),7.0,1.0,1,0,2.0,2.0,3,6.0,1,4,1,1,3,1,3.0
0.699954437,36,7/26/2022,7/26/2022,1,8.0,1,1,4,5.0,3,1,7,3,1,1,9,0,0,0,0,0,0,0,8,8,8,9,9,1,9,6,10,8,11,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1.0,Detached,0,1.0,3.0,5.0,3.0,0.0,0.0,8.0,7.0,65,1,2,18,3.0,Matched (3),8.0,1.0,0,0,3.0,3.0,0,1.0,1,3,2,1,1,1,3.0
0.95644012,37,7/29/2022,7/29/2022,10,5.0,1,1,6,5.0,2,1,2,3,1,1,9,0,0,0,0,0,0,0,8,6,10,9,8,1,7,5,9,9,11,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1.0,Detached,0,1.0,2.0,5.0,3.0,0.0,0.0,5.0,2.0,63,1,6,9,2.0,Matched (3),5.0,1.0,0,0,3.0,2.0,0,1.0,1,4,1,1,3,1,3.0
0.869683723,38,7/26/2022,7/26/2022,11,4.0,1,1,6,3.0,1,4,7,1,1,2,9,0,1,0,0,0,0,0,6,6,6,6,6,1,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.0,Semi detached,0,2.0,1.0,3.0,1.0,1.0,0.0,4.0,7.0,79,1,3,9,1.0,Matched (3),4.0,2.0,0,1,1.0,1.0,1,2.0,1,1,0,0,1,1,2.0
0.683916317,39,7/29/2022,7/29/2022,3,8.0,1,1,6,3.0,2,1,6,2,1,1,9,0,0,0,0,0,0,0,6,7,7,7,6,1,6,6,5,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,Bungalow,0,6.0,2.0,3.0,2.0,0.0,0.0,8.0,6.0,70,0,2,9,1.0,Matched (3),8.0,1.0,0,0,2.0,2.0,0,6.0,0,0,0,0,0,0,0.0
0.702944383,40,7/26/2022,7/26/2022,11,7.0,1,1,6,4.0,1,2,7,2,1,1,9,0,0,0,0,0,0,0,6,6,6,6,6,1,6,6,6,6,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.0,Semi detached,0,2.0,1.0,4.0,2.0,0.0,0.0,7.0,7.0,66,1,2,16,1.0,Matched (3),7.0,1.0,0,0,2.0,1.0,0,2.0,1,1,0,0,1,1,2.0
0.665544905,41,7/26/2022,7/26/2022,8,2.0,1,1,6,4.0,3,1,7,1,1,1,9,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,11,4,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,Detached,0,1.0,3.0,4.0,1.0,0.0,0.0,2.0,7.0,69,0,6,16,1.0,Matched (3),2.0,1.0,0,0,1.0,3.0,3,1.0,1,1,0,0,1,1,2.0
0.698269421,42,7/29/2022,7/29/2022,1,1.0,1,1,6,3.0,2,6,7,1,1,1,9,0,0,0,0,0,0,0,6,6,6,6,6,1,6,2,8,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,Flat,0,5.0,2.0,3.0,1.0,0.0,0.0,1.0,7.0,57,0,6,9,1.0,Matched (3),1.0,2.0,0,0,1.0,2.0,0,5.0,0,0,0,0,0,0,0.0
0.546661869,43,7/26/2022,7/26/2022,4,9.0,1,1,6,4.0,2,5,7,7,5,1,9,0,0,0,0,0,0,0,11,11,11,11,11,1,6,1,11,11,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.0,Terraced,0,3.0,2.0,4.0,7.0,0.0,1.0,9.0,7.0,37,0,3,9,,Matched (3),9.0,2.0,1,0,7.0,2.0,0,3.0,1,1,1,1,0,0,1.0
0.492637213,44,7/26/2022,7/26/2022,10,4.0,1,1,2,3.0,3,1,6,2,3,2,3,1,0,0,0,1,1,0,4,2,3,3,4,1,3,5,7,5,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,6.0,Bungalow,0,6.0,3.0,3.0,2.0,1.0,1.0,4.0,6.0,77,1,3,1,6.0,Matched (3),4.0,1.0,1,1,2.0,3.0,3,6.0,1,2,0,0,2,1,2.0
1.186411571,45,7/20/2022,7/20/2022,2,17.0,1,1,2,4.0,2,4,5,2,3,1,9,0,0,0,0,0,0,0,7,8,6,6,8,1,3,2,10,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,Terraced,1,3.0,2.0,4.0,2.0,0.0,1.0,9.647624,5.0,63,1,3,17,7.0,Matched (3),,2.0,1,0,2.0,2.0,0,3.0,0,0,0,0,0,0,0.0
0.784207892,46,7/26/2022,7/26/2022,7,12.0,1,1,3,4.0,2,1,7,4,2,1,9,0,0,0,0,0,0,0,2,11,9,3,3,1,11,11,11,5,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.0,Terraced,0,3.0,2.0,4.0,4.0,0.0,1.0,12.0,7.0,52,0,2,18,1.0,Matched (3),12.0,1.0,1,0,4.0,2.0,0,3.0,1,1,0,0,1,1,2.0
1.610222327,47,7/28/2022,7/28/2022,6,11.0,1,1,6,5.0,2,2,6,4,3,1,9,0,0,0,0,0,0,0,1,1,1,1,1,1,1,7,11,6,8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2.0,Semi detached,0,2.0,2.0,5.0,4.0,0.0,1.0,11.0,6.0,48,1,4,11,1.0,Matched (3),11.0,1.0,1,0,4.0,2.0,0,2.0,1,2,1,1,1,1,3.0
0.925289257,48,7/28/2022,7/28/2022,2,16.0,1,1,6,4.0,1,1,7,2,1,1,9,0,0,0,0,0,0,0,4,4,4,4,1,1,7,5,11,9,11,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1.0,Detached,1,1.0,1.0,4.0,2.0,0.0,0.0,9.630756,7.0,73,1,3,16,1.0,Matched (3),,1.0,0,0,2.0,1.0,0,1.0,1,3,1,1,2,1,3.0
2.842324976,49,7/27/2022,7/27/2022,11,1.0,1,1,6,3.0,3,1,7,1,1,1,9,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,11,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,3.0,Terraced,0,3.0,3.0,3.0,1.0,0.0,0.0,1.0,7.0,62,1,4,6,2.0,Matched (3),1.0,1.0,0,0,1.0,3.0,0,3.0,1,5,3,1,2,1,3.0
1.007384787,50,7/26/2022,7/26/2022,9,13.0,1,1,2,4.0,1,1,7,2,1,1,9,0,0,0,0,0,0,0,11,10,9,9,8,1,9,10,11,10,10,1,0,0,0,0,0,1,0,0,0,0,0,1,0,3.0,Terraced,0,3.0,1.0,4.0,2.0,0.0,0.0,13.0,7.0,57,1,2,16,3.0,Matched (3),13.0,1.0,0,0,2.0,1.0,0,3.0,1,3,1,1,2,1,3.0
1.352197924,51,7/28/2022,7/28/2022,7,11.0,1,1,6,4.0,2,2,5,2,1,1,9,1,0,0,0,0,1,0,6,6,6,6,6,1,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.0,Terraced,0,3.0,2.0,4.0,2.0,0.0,0.0,11.0,5.0,37,1,3,18,1.0,Matched (3),11.0,1.0,0,0,2.0,2.0,2,3.0,1,1,1,1,0,0,1.0
0.729334956,52,7/26/2022,7/26/2022,6,5.0,1,1,6,4.0,3,1,7,2,3,3,4,1,1,1,0,1,1,0,6,6,6,6,6,1,6,6,6,6,6,1,1,1,1,1,0,1,0,0,0,0,0,1,0,2.0,Semi detached,0,2.0,3.0,4.0,2.0,1.0,1.0,5.0,7.0,77,0,3,11,1.0,Matched (3),5.0,1.0,1,1,2.0,3.0,5,2.0,1,7,3,1,4,1,3.0
1.2006131,53,7/26/2022,7/26/2022,5,4.0,1,1,1,3.0,4,1,7,2,1,3,9,0,0,0,0,1,1,0,5,5,10,7,6,1,6,8,11,10,10,0,0,0,0,1,0,1,0,0,0,0,0,0,0,7.0,Other,1,2.8394487,4.0,3.0,2.0,1.0,0.0,4.0,7.0,75,1,4,5,1.0,Matched (3),4.0,1.0,0,1,2.0,4.0,2,,1,2,0,0,2,1,2.0
0.982855269,54,7/27/2022,7/27/2022,2,2.0,1,1,3,4.0,2,4,7,2,1,1,9,0,1,0,1,1,1,0,11,10,10,11,11,1,11,11,11,11,11,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3.0,Terraced,0,3.0,2.0,4.0,2.0,0.0,0.0,2.0,7.0,57,1,6,18,2.0,Matched (3),2.0,2.0,0,0,2.0,2.0,4,3.0,1,2,1,1,1,1,3.0
1.110587001,55,7/28/2022,7/28/2022,9,4.0,1,1,6,4.0,1,1,6,2,1,1,9,0,0,0,0,1,1,0,6,6,6,6,6,1,1,6,11,9,11,0,0,0,0,1,0,1,0,0,0,0,0,1,0,5.0,Flat,0,5.0,1.0,4.0,2.0,0.0,0.0,4.0,6.0,73,0,4,19,1.0,Matched (3),4.0,1.0,0,0,2.0,1.0,2,5.0,1,3,0,0,3,1,2.0
0.714427588,56,7/26/2022,7/26/2022,9,6.0,1,1,6,3.0,1,4,7,4,1,1,9,1,1,0,0,1,1,0,11,8,10,10,6,1,8,8,8,8,9,1,0,0,1,0,0,1,0,0,0,0,0,1,0,2.0,Semi detached,0,2.0,1.0,3.0,4.0,0.0,0.0,6.0,7.0,67,0,6,16,1.0,Matched (3),6.0,2.0,0,0,4.0,1.0,4,2.0,1,4,1,1,3,1,3.0
0.68551857,57,7/26/2022,7/26/2022,6,17.0,1,1,6,2.0,3,6,7,1,1,1,9,0,0,0,0,0,0,0,8,8,8,8,8,1,8,8,8,8,8,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5.0,Flat,1,5.0,3.0,2.0,1.0,0.0,0.0,1.4128567,7.0,70,0,3,20,,Matched (3),,2.0,0,0,1.0,3.0,0,5.0,1,2,1,1,1,1,3.0
0.719304574,58,7/29/2022,7/29/2022,1,2.0,1,1,6,3.0,2,6,7,1,1,2,9,0,0,0,0,0,0,0,6,6,6,9,10,1,2,1,6,10,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5.0,Flat,0,5.0,2.0,3.0,1.0,1.0,0.0,2.0,7.0,75,0,6,4,1.0,Matched (3),2.0,2.0,0,1,1.0,2.0,0,5.0,1,2,2,1,0,0,1.0
0.692375899,59,7/31/2022,7/31/2022,8,5.0,1,1,6,5.0,2,1,7,2,1,1,9,0,0,0,0,0,0,0,9,8,7,7,8,1,8,4,7,9,11,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2.0,Semi detached,0,2.0,2.0,5.0,2.0,0.0,0.0,5.0,7.0,55,0,5,11,1.0,Matched (3),5.0,1.0,0,0,2.0,2.0,0,2.0,1,2,2,1,0,0,1.0
1.614801672,60,7/31/2022,7/31/2022,5,14.0,1,1,3,4.0,4,2,7,1,1,1,9,0,0,0,0,1,0,0,3,1,2,4,3,1,5,1,6,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,Terraced,0,3.0,4.0,4.0,1.0,0.0,0.0,14.0,7.0,47,1,3,16,1.0,Matched (3),14.0,1.0,0,0,1.0,4.0,1,3.0,0,0,0,0,0,0,0.0
0.854250388,61,7/27/2022,7/27/2022,2,9.0,1,1,3,5.0,3,1,7,3,1,2,9,0,0,0,0,0,0,0,11,11,11,11,11,1,11,11,11,11,11,1,1,1,1,1,0,1,0,0,0,0,1,1,0,2.0,Semi detached,0,2.0,3.0,5.0,3.0,1.0,0.0,9.0,7.0,71,1,2,16,2.0,Matched (3),9.0,1.0,0,1,3.0,3.0,0,2.0,1,8,4,1,4,1,3.0
